"","isbn","year","isbndb","subject"
"1178","0671867172",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671867172","Fiction"
"1179","0061030635",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061030635","Fiction"
"1180","0446613436",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446613436",NA
"1181","0449006530",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449006530","Fiction"
"1182","006109157X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006109157X",NA
"1183","0440221315",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440221315","Fiction"
"1184","0553576011",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553576011","Fiction"
"1185","0446527785",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446527785","Fiction"
"1186","185326041X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:185326041X","Fiction"
"1187","0312272057",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312272057","Biography & Autobiography"
"1188","0142003190",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142003190","Fiction"
"1189","0613329740",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0613329740",NA
"1190","0836204387",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836204387","Humor"
"1191","0064407055",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064407055","Juvenile Fiction"
"1192","0553262505",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553262505","Fiction"
"1193","0689710879",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0689710879",NA
"1194","0441068804",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441068804","Fiction"
"1195","0316096199",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316096199","Biography & Autobiography"
"1196","1551669307",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551669307",NA
"1197","0609807919",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609807919","Fiction"
"1198","0060532149",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060532149","Fiction"
"1199","081296683X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:081296683X","Fiction"
"1200","0375713751",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375713751","Fiction"
"1201","0446526479",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446526479","Fiction"
"1202","0842343253",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842343253","Juvenile Fiction"
"1203","0440224845",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224845","Fiction"
"1204","0671864173",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671864173","Fiction"
"1205","0373079613",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373079613","Fiction"
"1206","0440200989",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440200989","Fiction"
"1207","0671568175",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671568175","Fiction"
"1208","0449221504",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449221504","Fiction"
"1209","0446607193",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446607193","Fiction"
"1210","0671705091",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671705091","Fiction"
"1211","0373484003",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373484003","Fiction"
"1212","0451198506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451198506","Fiction"
"1213","0440223237",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440223237","Fiction"
"1214","1558747109",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747109","Pets"
"1215","0786884142",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786884142","Biography & Autobiography"
"1216","0767905385",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767905385","True Crime"
"1217","0671793551",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671793551","Literary Criticism"
"1218","0440211263",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440211263","Fiction"
"1219","0553260111",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553260111","Fiction"
"1220","0380775840",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380775840","Fiction"
"1221","0394900014",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394900014","Nonsense verses"
"1222","0553575007",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553575007","Fiction"
"1223","0553563343",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553563343","Fiction"
"1224","0767900383",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767900383","Travel"
"1225","0380804697",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380804697",NA
"1226","0425178951",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425178951","Fiction"
"1227","0684865742",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684865742",NA
"1228","0380772469",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380772469","Courts and courtiers"
"1229","0380899361",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380899361",NA
"1230","0671728571",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671728571","Fiction"
"1231","0671034006",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671034006","Fiction"
"1232","0425116840",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425116840","Fiction"
"1233","0380817152",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817152","Fiction"
"1234","0425191184",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425191184","Fiction"
"1235","0836218221",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836218221","Humor"
"1236","067988288X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067988288X",NA
"1237","0590224735",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590224735","Juvenile Fiction"
"1238","0671016792",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671016792","Ice skaters."
"1239","0452278902",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452278902",NA
"1240","074343627X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:074343627X","Fiction"
"1241","039914465X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039914465X","Fiction"
"1242","1558747699",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747699","Religion"
"1243","067102423X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067102423X","Fiction"
"1244","0345334531",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345334531","Fiction"
"1245","0316316962",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316316962","Psychology"
"1246","0399143947",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399143947","Fiction"
"1247","0440237262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440237262","Fiction"
"1248","014004387X",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:014004387X","Fiction"
"1249","0486264785",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0486264785","Drama"
"1250","0060809833",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060809833","Collectivism"
"1251","0156711427",1960,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156711427","Fiction"
"1252","0345390458",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345390458","Fiction"
"1253","0425090787",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425090787",NA
"1254","0553268880",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553268880","Fiction"
"1255","0446521582",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446521582",NA
"1256","0316666009",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316666009","Fiction"
"1257","0345391810",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345391810","Fiction"
"1258","0671516922",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671516922","Fiction"
"1259","0440216540",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440216540","Fiction"
"1260","0449209598",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449209598","Fiction"
"1261","0140431357",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140431357",NA
"1262","0446611867",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611867",NA
"1263","0385336179",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385336179","Fiction"
"1264","060980619X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:060980619X","Humor"
"1265","0373483880",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373483880","Fiction"
"1266","0061042005",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061042005","Fiction"
"1267","0553582755",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582755",NA
"1268","0452268060",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452268060","Fiction"
"1269","0671759213",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671759213","Fiction"
"1270","044651652X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:044651652X","Fiction"
"1271","0312050631",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312050631","Biography & Autobiography"
"1272","0142002267",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142002267","Biography & Autobiography"
"1273","0380720132",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380720132","Juvenile Fiction"
"1274","0842329277",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842329277","Fiction"
"1275","0440439884",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440439884","Juvenile Fiction"
"1276","059030271X",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:059030271X","Juvenile Fiction"
"1277","0345339738",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345339738",NA
"1278","084234327X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:084234327X","Christian fiction"
"1279","0446679593",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446679593",NA
"1280","0679441557",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679441557","Fiction"
"1281","0886774268",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886774268","Fiction"
"1282","0886773520",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886773520","Fiction"
"1283","0886774012",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886774012",NA
"1284","0679417796",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679417796",NA
"1285","1573225517",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573225517","Fiction"
"1286","1550548913",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1550548913","History"
"1287","0380973650",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380973650","Fiction"
"1288","0316346624",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316346624",NA
"1289","0802130208",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802130208","Fiction"
"1290","0842373195",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842373195","Biography & Autobiography"
"1291","0156628708",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156628708","Fiction"
"1292","0440208459",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440208459","Fiction"
"1293","0449208672",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449208672",NA
"1294","0380725835",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380725835","Fiction"
"1295","0060199652",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060199652","Fiction"
"1296","034541389X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:034541389X","Fiction"
"1297","0316284955",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316284955",NA
"1298","0345412214",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345412214","Fiction"
"1299","0451147367",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451147367","Horror tales"
"1300","0375501371",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375501371","Fiction"
"1301","0312283709",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312283709","Biography & Autobiography"
"1302","0060987529",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060987529","Fiction"
"1303","0312953615",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312953615","Fiction"
"1304","0671567829",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671567829","Fiction"
"1305","0670820555",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670820555","Espionage"
"1306","0375703764",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375703764","Fiction"
"1307","0446523321",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446523321","Fiction"
"1308","0441004164",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441004164","Juvenile Fiction"
"1309","0553277472",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553277472","Philosophy"
"1310","068487217X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:068487217X","Biography & Autobiography"
"1311","1573228281",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573228281","Fiction"
"1312","0446608262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446608262","Fiction"
"1313","0440214432",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440214432","Fiction"
"1314","0380804557",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380804557","Fiction"
"1315","0099245027",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0099245027","Fiction"
"1316","0553560247",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553560247","Fiction"
"1317","950491036X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:950491036X",NA
"1318","0064408639",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064408639","Juvenile Fiction"
"1319","0553295772",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553295772","Fiction"
"1320","0812575717",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812575717","Fiction"
"1321","0743439775",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743439775","Fiction"
"1322","0449219410",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449219410",NA
"1323","0446609781",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446609781",NA
"1324","0679454446",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679454446","Fiction"
"1325","051512608X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:051512608X","Fiction"
"1326","0451124383",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451124383","Fiction"
"1327","0312978332",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312978332","Fiction"
"1328","0451408888",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451408888","Fiction"
"1329","0671524968",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671524968","Fiction"
"1330","0060008776",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060008776","Fiction"
"1331","0553574671",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553574671","Fiction"
"1332","0385334729",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385334729","Fiction"
"1333","067088300X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067088300X","Fiction"
"1334","0786869216",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786869216","Fiction"
"1335","0943233437",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0943233437","Kindness"
"1336","0375727345",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375727345","Fiction"
"1337","0446608890",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446608890","Fiction"
"1338","0425188787",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425188787","Fiction"
"1339","0312983298",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312983298","Fiction"
"1340","0553275852",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553275852","Fiction"
"1341","0743437640",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743437640","Fiction"
"1342","1551668912",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668912",NA
"1343","0380017601",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380017601","Fiction"
"1344","042515601X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:042515601X","Fiction"
"1345","0140293442",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140293442","Biography & Autobiography"
"1346","0920668372",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0920668372","Juvenile Fiction"
"1347","0375703861",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375703861","FICTION"
"1348","0156011042",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156011042","Fiction"
"1349","0060391448",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060391448","Fiction"
"1350","0451099648",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451099648","Fiction"
"1351","0671776975",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671776975","Fiction"
"1352","0440967694",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440967694","Juvenile Fiction"
"1353","0425152251",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425152251","Fiction"
"1354","0312924585",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312924585","Fiction"
"1355","0385479565",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385479565","Health & Fitness"
"1356","0140132708",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140132708","Fiction"
"1357","0312274920",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312274920","Humor"
"1358","0380791978",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380791978",NA
"1359","0345409671",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345409671","Fiction"
"1360","0553380958",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553380958","Fiction"
"1361","0380731800",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380731800","Fiction"
"1362","0380731797",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380731797","Fiction"
"1363","0312171838",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312171838","Fiction"
"1364","0743205413",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743205413",NA
"1365","0425162443",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425162443","Fiction"
"1366","0373711646",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373711646","Fiction"
"1367","0345423291",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345423291","Fiction"
"1368","0515132020",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515132020","Fiction"
"1369","0515131229",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131229","Fiction"
"1370","0446679364",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446679364",NA
"1371","1570613818",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1570613818","Literary Criticism"
"1372","0312199430",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312199430","Fiction"
"1373","0330330373",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0330330373","Fiction"
"1374","0451183746",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451183746","Fiction"
"1375","038079487X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:038079487X","Fiction"
"1376","0684872153",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684872153","Biography & Autobiography"
"1377","0060926317",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060926317",NA
"1378","0312421273",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312421273","Fiction"
"1379","0679454454",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679454454","Fiction"
"1380","0778320294",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0778320294","Fiction"
"1381","0380811081",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380811081",NA
"1382","0440241162",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440241162","Fiction"
"1383","0786866586",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786866586","Fiction"
"1384","0061092029",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061092029","Humor"
"1385","3492045170",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:3492045170",NA
"1386","0679722645",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679722645","Fiction"
"1387","0156007754",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156007754","Fiction"
"1388","031205436X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:031205436X","Fiction"
"1389","1573226521",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573226521","Fiction"
"1390","1573226882",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573226882","Biography & Autobiography"
"1391","1573228214",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573228214","Fiction"
"1392","0316780812",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316780812","Fiction"
"1393","0515119784",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515119784","Fiction"
"1394","0811825558",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0811825558","Reference"
"1395","0380788691",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380788691","Fiction"
"1396","0064407675",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064407675","Juvenile Fiction"
"1397","0767902890",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767902890","Fiction"
"1398","0380977788",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380977788","Juvenile Fiction"
"1399","0441304834",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441304834",NA
"1400","0553571818",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553571818","Fiction"
"1401","0441790348",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441790348","Fiction"
"1402","0553573403",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553573403","Fiction"
"1403","0553579908",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553579908",NA
"1404","0553280147",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553280147","Fiction"
"1405","0345391055",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345391055","Fiction"
"1406","0553243055",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553243055","MiG (Fighter planes)"
"1407","0312979479",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312979479","Fiction"
"1408","0375760911",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375760911","Biography & Autobiography"
"1409","068480087X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:068480087X","Fiction"
"1410","0743407067",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743407067","Fiction"
"1411","0515131083",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131083","Fiction"
"1412","0743407083",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743407083","Fiction"
"1413","0380005239",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380005239","Juvenile Nonfiction"
"1414","0064401774",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064401774","Juvenile Fiction"
"1415","0399142789",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399142789","Prayers"
"1416","0375406530",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375406530","Fiction"
"1417","006000438X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:006000438X","Fiction"
"1418","0375412557",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375412557","Fiction"
"1419","0374129983",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0374129983","Fiction"
"1420","0394561619",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394561619",NA
"1421","0385318782",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385318782","Fiction"
"1422","1931561648",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1931561648","Fiction"
"1423","0060517794",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060517794","Fiction"
"1424","0553296124",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553296124","Fiction"
"1425","0345413350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345413350","Fantasy fiction, American"
"1426","0380701340",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380701340","Fiction"
"1427","0451146425",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451146425","Fiction"
"1428","0380817446",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817446","Fiction"
"1429","0345300203",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345300203","Fiction"
"1430","0553579835",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553579835","Fiction"
"1431","0345379330",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345379330","Fiction"
"1432","1576737330",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1576737330","Religion"
"1433","0590371258",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590371258",NA
"1434","0670813028",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670813028","Fiction"
"1435","0451197410",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451197410",NA
"1436","0316601950",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316601950","Fiction"
"1437","0445406518",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0445406518",NA
"1438","0061006629",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061006629","Fiction"
"1439","0553563696",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553563696","Fiction"
"1440","0553286390",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553286390","Fiction"
"1441","0345384687",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345384687","Fiction"
"1442","0345353749",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345353749","Fiction"
"1443","0345313151",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345313151","Fiction"
"1444","0345314255",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345314255","Fiction"
"1445","0061031429",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061031429","Fiction"
"1446","0060977337",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060977337","Political Science"
"1447","0553380168",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553380168","Science"
"1448","0671504398",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671504398","Fiction"
"1449","0553582925",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582925",NA
"1450","0812522400",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812522400","Fiction"
"1451","014027944X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:014027944X","Businessmen"
"1452","0345316509",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345316509","Fiction"
"1453","0671732277",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671732277","Fiction"
"1454","0451406176",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451406176","Great Britain"
"1455","0688078028",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0688078028","Fiction"
